Areaname,FIPS,Total_Area_sq_mi_LND010190D,LND010200D,LND110180D,LND110190D,Land_Area_sq_mi_LND110200D,LND110210D,Water_Area_sq_miLND210190D,LND210200D
"San Miguel, NM",35047,4736,4735.63,4709.17,4717.41,4717.04,4715.82,18.59,18.59
"Santa Fe, NM",35049,1910.95,1910.79,1905.11,1909.35,1909.19,1909.41,1.6,1.6
"Sierra, NM",35051,4236.59,4236.3,4177.51,4180.52,4180.23,4178.96,56.07,56.07
"Socorro, NM",35053,6649.06,6648.71,6624.8,6647.08,6646.4,6646.68,1.98,2.31
"Taos, NM",35055,2204.77,2204.62,2203.9,2203.31,2203.17,2203.11,1.46,1.45
"Torrance, NM",35057,3346.1,3345.81,3335.17,3345.1,3344.81,3344.85,1,1
"Union, NM",35059,3831,3830.79,3830.03,3830.21,3830,3823.74,0.79,0.79
"Valencia, NM",35061,1068.29,1068.21,5616.26,1067.64,1067.63,1066.18,0.65,0.58
NEW YORK,36000,54474.56,54556,47377.01,47223.85,47213.79,47126.4,7250.71,7342.22
"Albany, NY",36001,533.47,533.21,523.54,523.76,523.45,522.8,9.71,9.76
"Allegany, NY",36003,1034.48,1034.42,1032.11,1030.28,1030.22,1029.31,4.2,4.2
"Bronx, NY",36005,57.42,57.43,41.74,42.03,42.03,42.1,15.39,15.4
"Broome, NY",36007,715.5,715.46,711.51,706.86,706.82,705.77,8.64,8.64
"Cattaraugus, NY",36009,1322.33,1322.25,1306.05,1309.94,1309.85,1308.35,12.39,12.4
"Cayuga, NY",36011,778.93,863.64,695.09,693.27,693.18,691.58,85.66,170.46
"Chautauqua, NY",36013,1500.19,1500.02,1063.96,1062.15,1062.05,1060.23,438.04,437.97
"Chemung, NY",36015,410.81,410.79,410.71,408.19,408.17,407.35,2.62,2.62
"Chenango, NY",36017,898.76,898.7,897.31,894.42,894.36,893.55,4.34,4.34
"Clinton, NY",36019,1117.68,1117.61,1042.67,1039.4,1038.95,1037.85,78.28,78.67
"Columbia, NY",36021,648.32,648.27,638.32,635.79,635.73,634.71,12.53,12.54
"Cortland, NY",36023,501.55,501.52,500.29,499.68,499.65,498.76,1.87,1.87
"Delaware, NY",36025,1468.11,1468.04,1439.68,1446.44,1446.37,1442.44,21.67,21.67
"Dutchess, NY",36027,825.43,825.38,804.09,801.65,801.59,795.63,23.78,23.78
"Erie, NY",36029,1226.97,1226.89,1045.7,1044.67,1044.21,1042.69,182.3,182.68
"Essex, NY",36031,1916.62,1916.5,1806.44,1796.96,1796.8,1794.23,119.66,119.7
"Franklin, NY",36033,1697.54,1697.44,1642.08,1631.61,1631.49,1629.12,65.93,65.95
"Fulton, NY",36035,532.94,532.9,496.68,496.18,496.17,495.47,36.76,36.73
"Genesee, NY",36037,495.37,495.33,494.65,494.14,494.11,492.94,1.23,1.22
"Greene, NY",36039,658.19,658.13,648.15,647.85,647.75,647.16,10.34,10.38
"Hamilton, NY",36041,1807.9,1807.81,1721.3,1720.69,1720.39,1717.37,87.21,87.41
"Herkimer, NY",36043,1458.46,1458.35,1416.45,1411.84,1411.25,1411.47,46.62,47.1
"Jefferson, NY",36045,1857.35,1857.08,1273.14,1272.32,1272.2,1268.59,585.03,584.88
"Kings, NY",36047,96.87,96.9,70.24,70.53,70.61,70.82,26.34,26.29
"Lewis, NY",36049,1289.99,1289.89,1283.49,1275.58,1275.42,1274.68,14.41,14.47
"Livingston, NY",36051,640.49,640.44,632.7,632.17,632.13,631.76,8.32,8.32
"Madison, NY",36053,661.56,661.54,656.2,655.87,655.86,654.84,5.69,5.69
"Monroe, NY",36055,1365.95,1365.61,663.26,659.29,659.29,657.21,706.66,706.31
"Montgomery, NY",36057,410.35,410.32,403.85,404.83,404.82,403.04,5.52,5.51
"Nassau, NY",36059,453.32,453.08,286.67,286.77,286.69,284.72,166.55,166.39
"New York, NY",36061,33.68,33.77,22.18,28.38,22.96,22.83,5.3,10.81
"Niagara, NY",36063,1139.89,1139.83,526.3,522.97,522.95,522.36,616.92,616.89
"Oneida, NY",36065,1257.16,1257.11,1218.85,1212.75,1212.7,1212.43,44.41,44.41
"Onondaga, NY",36067,805.73,805.69,784.47,780.32,780.29,778.39,25.41,25.4
"Ontario, NY",36069,662.46,662.43,644.04,644.41,644.38,644.07,18.05,18.05
"Orange, NY",36071,838.58,838.55,825.85,816.38,816.34,811.69,22.2,22.21
"Orleans, NY",36073,817.53,817.47,391.16,391.43,391.4,391.26,426.1,426.07
"Oswego, NY",36075,1312.22,1312.18,954.46,953.33,953.3,951.65,358.89,358.88
"Otsego, NY",36077,1015.24,1015.1,1003.8,1002.93,1002.8,1001.7,12.31,12.31
"Putnam, NY",36079,246.27,246.25,230.53,231.54,231.28,230.31,14.73,14.97
"Queens, NY",36081,177.35,178.28,108.63,109.4,109.24,108.53,67.95,69.04
"Rensselaer, NY",36083,665.46,665.39,654.67,654.03,653.96,652.43,11.43,11.43
"Richmond, NY",36085,102.62,102.5,58.74,58.61,58.48,58.37,44.01,44.02
"Rockland, NY",36087,199.36,199.34,174.92,174.23,174.22,173.55,25.13,25.12
"St. Lawrence, NY",36089,2821.61,2821.48,2728.09,2685.72,2685.6,2680.38,135.89,135.88
"Saratoga, NY",36091,843.78,843.71,810.41,811.91,811.84,809.98,31.87,31.87
"Schenectady, NY",36093,209.64,209.62,205.74,206.12,206.1,204.52,3.52,3.52
"Schoharie, NY",36095,626.18,626.36,623.95,621.84,622.02,621.82,4.34,4.34
"Schuyler, NY",36097,346.16,342.22,329.35,328.73,328.71,328.33,17.43,13.51
"Seneca, NY",36099,390.53,390.51,327.44,324.93,324.91,323.71,65.6,65.6
"Steuben, NY",36101,1404.17,1404.1,1396.21,1392.72,1392.64,1390.56,11.45,11.45
"Suffolk, NY",36103,2373.39,2373.07,911.45,911.23,912.2,912.05,1462.16,1460.87
"Sullivan, NY",36105,996.93,996.85,975.93,969.8,969.71,968.13,27.13,27.14
"Tioga, NY",36107,522.94,522.91,519.18,518.73,518.69,518.6,4.21,4.21
"Tompkins, NY",36109,491.65,491.63,476.85,476.08,476.05,474.65,15.57,15.57
"Ulster, NY",36111,1160.82,1160.76,1130.78,1126.58,1126.48,1124.24,34.24,34.28
"Warren, NY",36113,931.73,931.66,882.25,869.72,869.29,866.95,62.01,62.37
"Washington, NY",36115,845.91,845.84,836.17,835.53,835.44,831.18,10.38,10.4
"Wayne, NY",36117,1384.18,1384.14,605.1,604.22,604.21,603.83,779.96,779.93
"Westchester, NY",36119,500.21,500.08,437.74,432.89,432.82,430.5,67.32,67.26
"Wyoming, NY",36121,596.48,596.44,594.75,592.98,592.91,592.75,3.5,3.53
"Yates, NY",36123,371.85,375.76,338.95,338.25,338.24,338.14,33.6,37.52
NORTH CAROLINA,37000,53821.35,53818.51,48843.37,48718.08,48710.88,48617.91,5103.27,5107.63
"Alamance, NC",37001,434.8,434.77,433.14,430.69,429.99,423.94,4.11,4.78
"Alexander, NC",37003,263.29,263.14,258.64,260.32,260.18,259.99,2.97,2.95
"Alleghany, NC",37005,235.52,235.52,234.52,234.68,234.65,235.06,0.84,0.87
"Anson, NC",37007,537.17,537.13,533.14,531.61,531.57,531.45,5.56,5.56
"Ashe, NC",37009,426.81,426.78,426.16,426.16,426.13,426.14,0.65,0.65
"Avery, NC",37011,247.22,247.21,247.07,247.02,247,247.09,0.2,0.2
"Beaufort, NC",37013,958,958.69,826.1,827.61,827.97,827.19,130.39,130.72
"Bertie, NC",37015,741.22,741.22,700.93,699.24,699.19,699.27,41.98,42.03
"Bladen, NC",37017,887.15,887.13,878.92,875.01,874.94,874.33,12.14,12.19
"Brunswick, NC",37019,1050.06,1050.01,860.49,854.9,854.79,846.97,195.16,195.21
"Buncombe, NC",37021,660.05,659.8,659.33,656.28,655.99,656.67,3.77,3.81
"Burke, NC",37023,514.91,514.89,504.45,506.74,506.72,507.1,8.17,8.17
"Cabarrus, NC",37025,365.02,364.98,364.08,364.43,364.39,361.75,0.59,0.59
"Caldwell, NC",37027,474.32,474.29,471.17,471.67,471.6,471.57,2.65,2.7
"Camden, NC",37029,305.72,305.7,240.49,240.7,240.68,240.56,65.02,65.02
"Carteret, NC",37031,1351.57,1340.53,525.57,531.37,519.84,506.25,820.2,820.68
"Caswell, NC",37033,428.47,428.43,427.51,425.73,424.67,424.92,2.74,3.76
"Catawba, NC",37035,413.52,413.51,395.66,399.98,399.97,398.72,13.54,13.54
"Chatham, NC",37037,709.18,709.05,707.91,683.08,682.85,682.19,26.1,26.19
"Cherokee, NC",37039,466.69,466.68,451.83,455.2,455.19,455.43,11.49,11.49
"Chowan, NC",37041,233.32,233.31,181.55,172.64,172.64,172.47,60.68,60.67
"Clay, NC",37043,220.6,220.6,213.91,214.7,214.7,214.75,5.9,5.89
"Cleveland, NC",37045,468.31,468.6,468.19,464.34,464.63,464.25,3.97,3.97
"Columbus, NC",37047,953.64,953.6,938.44,936.84,936.8,937.29,16.8,16.8
"Craven, NC",37049,761.82,774.14,701.47,695.56,708.43,708.96,66.26,65.72
"Cumberland, NC",37051,658.5,658.46,657.26,653.13,652.72,652.32,5.37,5.74
"Currituck, NC",37053,525.68,525.65,255.59,261.71,261.7,261.85,263.97,263.95
"Dare, NC",37055,1561.59,1561.51,390.79,381.67,383.58,383.42,1179.92,1177.93
"Davidson, NC",37057,566.81,566.77,548.28,552.23,552.15,552.68,14.58,14.62
"Davie, NC",37059,266.89,266.89,266.59,265.21,265.18,264.11,1.68,1.7
"Duplin, NC",37061,819.15,819.11,819.22,817.83,817.73,816.22,1.32,1.38
"Durham, NC",37063,298.12,297.79,297.74,290.63,290.32,285.98,7.49,7.47
"Edgecombe, NC",37065,506.61,506.58,505.69,505.07,505.03,505.34,1.54,1.55
"Forsyth, NC",37067,412.91,412.92,412.48,409.66,409.6,408.15,3.25,3.32
"Franklin, NC",37069,494.14,494.59,494.38,491.59,492.02,491.68,2.55,2.57
"Gaston, NC",37071,363.85,363.54,357.29,356.53,356.21,356.03,7.32,7.33
"Gates, NC",37073,345.63,345.6,338.25,340.63,340.61,340.45,5,5
"Graham, NC",37075,301.61,301.6,288.69,292.08,292.07,292.08,9.53,9.53
"Granville, NC",37077,536.6,536.56,533.5,531.17,531.12,531.57,5.43,5.45
"Greene, NC",37079,265.91,265.89,266.37,265.45,265.4,265.93,0.46,0.49
"Guilford, NC",37081,657.73,657.7,650.77,650.13,649.42,645.7,7.6,8.28
"Halifax, NC",37083,730.97,731.35,723.69,725.44,725.36,724.09,5.53,5.99
"Harnett, NC",37085,601.3,601.3,601.11,595.04,595.01,594.99,6.26,6.29
"Haywood, NC",37087,554.85,554.62,554.85,553.89,553.66,553.69,0.96,0.96
"Henderson, NC",37089,374.85,375.04,374.39,373.84,374,373.07,1.01,1.04
"Hertford, NC",37091,360.83,360.42,356.09,353.67,353.26,353.06,7.16,7.16
"Hoke, NC",37093,392.37,392.34,391.16,391.25,391.21,390.74,1.12,1.12
"Hyde, NC",37095,1424,1424,624.22,612.82,612.8,612.7,811.18,811.2
"Iredell, NC",37097,593.42,597.01,574.12,574.4,575.57,573.83,19.02,21.44
"Jackson, NC",37099,494.36,494.5,490.52,490.58,490.71,490.76,3.78,3.79
"Johnston, NC",37101,795.9,795.79,795.41,791.98,791.85,791.3,3.92,3.94
"Jones, NC",37103,474.74,473.32,470.01,473.3,471.88,470.71,1.44,1.44
"Lee, NC",37105,259.36,259.33,259.28,257.29,257.26,254.96,2.07,2.07
"Lenoir, NC",37107,402.11,402.09,402.32,399.87,399.85,400.59,2.24,2.24
"Lincoln, NC",37109,307.06,307.03,298.26,298.82,298.79,297.94,8.24,8.24
"McDowell, NC",37111,446.43,446.41,437.39,441.7,441.68,440.61,4.73,4.73
"Macon, NC",37113,519.44,519.47,516.58,516.45,516.47,515.56,2.99,3
"Madison, NC",37115,451.61,451.59,451.31,449.44,449.42,449.57,2.17,2.17
"Martin, NC",37117,462.9,461.49,460.76,462.59,461.17,461.22,0.31,0.32
"Mecklenburg, NC",37119,549.74,546.22,527.77,527.43,526.28,523.84,22.31,19.94
"Mitchell, NC",37121,222.15,222.14,222,221.47,221.43,221.43,0.68,0.71
"Montgomery, NC",37123,501.1,501.64,489.55,491.06,491.6,491.76,10.04,10.04
"Moore, NC",37125,706.29,705.67,701.25,698.75,697.74,697.84,7.54,7.94
"Nash, NC",37127,542.72,542.69,539.6,540.32,540.27,540.41,2.4,2.42
"New Hanover, NC",37129,327.93,327.92,184.54,198.94,198.93,191.53,128.99,128.98
"Northampton, NC",37131,550.26,550.61,538.32,536.14,536.48,536.59,14.12,14.13
"Onslow, NC",37133,908.46,908.56,762.61,766.87,766.82,762.74,141.59,141.74
"Orange, NC",37135,401.15,401.21,400.27,399.79,399.84,397.96,1.36,1.37
"Pamlico, NC",37137,566.24,566.23,340.73,336.94,336.94,336.54,229.3,229.29
"Pasquotank, NC",37139,289.45,289.44,228,226.89,226.88,226.88,62.56,62.56
"Pender, NC",37141,932.69,932.64,874.82,870.72,870.67,869.8,61.97,61.97
"Perquimans, NC",37143,328.95,328.93,246.4,247.19,247.17,247.09,81.76,81.76
"Person, NC",37145,404.1,404.09,398.02,392.34,392.31,392.32,11.76,11.78
"Pitt, NC",37147,654.81,654.77,656.52,651.62,651.58,651.98,3.19,3.19
"Polk, NC",37149,238.58,238.6,238.3,237.83,237.85,237.79,0.75,0.75
"Randolph, NC",37151,789.97,789.93,788.83,787.47,787.36,782.52,2.5,2.57
"Richmond, NC",37153,479.64,479.58,477.19,474.04,473.98,473.82,5.6,5.6
"Robeson, NC",37155,951.07,951.03,949.19,948.9,948.84,949.22,2.17,2.19
"Rockingham, NC",37157,572.35,572.33,568.64,566.47,566.44,565.55,5.88,5.9
"Rowan, NC",37159,523.89,523.86,519.02,511.4,511.31,511.37,12.49,12.55
"Rutherford, NC",37161,565.98,565.9,567.62,564.22,564.12,564.15,1.76,1.78
"Sampson, NC",37163,947.51,947.45,946.85,945.51,945.45,944.74,2,2.01
"Scotland, NC",37165,320.65,320.64,319.33,319.16,319.14,318.85,1.49,1.5
"Stanly, NC",37167,404.3,404.26,395.78,395.1,395.06,395.09,9.2,9.2
"Stokes, NC",37169,455.9,455.89,452.04,451.85,451.84,448.86,4.05,4.05
"Surry, NC",37171,537.81,537.79,539.34,536.56,536.52,532.17,1.25,1.27
"Swain, NC",37173,540.65,540.64,525.98,528.13,528.1,528,12.52,12.54
"Transylvania, NC",37175,380.57,380.56,378.28,378.36,378.39,378.53,2.21,2.17
"Tyrrell, NC",37177,600.32,600.3,406.82,389.94,389.91,389.04,210.38,210.39
"Union, NC",37179,639.64,639.59,639.28,637.42,637.37,631.52,2.22,2.22
"Vance, NC",37181,269.85,269.82,248.79,253.55,253.52,253.52,16.3,16.31
"Wake, NC",37183,857.5,857.26,854.36,833.91,831.92,835.22,23.59,25.33
"Warren, NC",37185,443.83,443.8,427.1,428.76,428.7,428.46,15.07,15.09
"Washington, NC",37187,424.26,424.39,331.63,347.85,348.46,348.14,76.41,75.93
"Watauga, NC",37189,312.76,312.73,314.05,312.56,312.51,312.56,0.2,0.22
"Wayne, NC",37191,556.72,556.69,553.7,552.6,552.57,553.09,4.12,4.12
"Wilkes, NC",37193,759.96,759.93,752.21,757.22,757.19,754.28,2.74,2.74
"Wilson, NC",37195,374.29,374.26,374.27,371.1,371.09,368.17,3.19,3.17
"Yadkin, NC",37197,337.53,337.49,335.74,335.62,335.55,334.83,1.91,1.94
"Yancey, NC",37199,313.13,313.11,313.6,312.45,312.45,312.6,0.68,0.65
NORTH DAKOTA,38000,70703.83,70699.79,69299.57,68994.24,68975.93,69000.8,1709.59,1723.86
"Adams, ND",38001,988.89,988.84,988.22,987.97,987.91,987.62,0.92,0.92
"Barnes, ND",38003,1513.34,1513.23,1497.75,1491.76,1491.65,1491.55,21.58,21.58
"Benson, ND",38005,1439.39,1439.27,1412.33,1388.57,1380.6,1388.71,50.82,58.68
"Billings, ND",38007,1153.47,1153.4,1151.53,1151.49,1151.41,1148.85,1.98,1.99
"Bottineau, ND",38009,1697.83,1697.74,1667.76,1668.68,1668.59,1668.42,29.15,29.16
"Bowman, ND",38011,1167.03,1166.99,1161.64,1162.08,1162.05,1161.81,4.95,4.95
"Burke, ND",38013,1129.33,1129.26,1117.62,1103.6,1103.53,1103.57,25.73,25.73
"Burleigh, ND",38015,1668.12,1668.04,1618.08,1633.18,1633.09,1632.65,34.94,34.95
"Cass, ND",38017,1768,1767.91,1766.91,1765.75,1765.23,1764.94,2.25,2.68
"Cavalier, ND",38019,1510.22,1510.14,1507.43,1489.08,1488.46,1488.75,21.14,21.68
"Dickey, ND",38021,1141.76,1141.66,1139.34,1131.1,1131,1131.47,10.66,10.66
"Divide, ND",38023,1294.24,1294.18,1288.38,1259.43,1259.53,1260.79,34.81,34.65
"Dunn, ND",38025,2082.38,2082.25,1993.28,2010,2009.6,2008.46,72.38,72.65
"Eddy, ND",38027,644.26,644.23,634.23,632.09,630.12,630.17,12.17,14.11
"Emmons, ND",38029,1554.82,1554.72,1499.26,1509.98,1509.88,1510.44,44.84,44.83
"Foster, ND",38031,646.75,646.72,640.15,635.26,635.2,635.45,11.49,11.52
"Golden Valley, ND",38033,1002.4,1002.36,1002.64,1002.03,1001.99,1000.79,0.37,0.37
"Grand Forks, ND",38035,1439.91,1439.83,1440.15,1437.89,1437.81,1436.38,2.02,2.02
"Grant, ND",38037,1666.02,1665.92,1659.87,1659.56,1659.46,1659.14,6.46,6.46
"Griggs, ND",38039,716.21,716.17,708.14,708.54,708.5,708.82,7.67,7.67
"Hettinger, ND",38041,1133.78,1133.7,1133.22,1132.33,1132.25,1132.22,1.45,1.45
"Kidder, ND",38043,1433.3,1433.21,1362.01,1351.64,1350.79,1351.19,81.66,82.42
"LaMoure, ND",38045,1150.86,1150.81,1150.31,1147.23,1147.18,1145.94,3.63,3.63
"Logan, ND",38047,1011.14,1011.07,1000.14,992.71,992.64,992.82,18.43,18.43
"McHenry, ND",38049,1911.83,1911.71,1887.38,1874.21,1874.09,1873.95,37.62,37.62
"McIntosh, ND",38051,995.12,995.04,984.3,975.28,975.19,974.73,19.84,19.84
"McKenzie, ND",38053,2861.05,2860.89,2753.54,2742.17,2742.02,2760.32,118.88,118.87
"McLean, ND",38055,2328.27,2328.17,2065.05,2110.43,2109.95,2110.88,217.84,218.21
"Mercer, ND",38057,1112.49,1112.42,1044.34,1045.43,1045.49,1042.96,67.06,66.93
"Morton, ND",38059,1945.39,1945.28,1920.54,1926.42,1926.27,1926.27,18.97,19.01
"Mountrail, ND",38061,1941.16,1941.08,1836.78,1824.01,1823.93,1825.3,117.15,117.15
"Nelson, ND",38063,1008.8,1008.74,991.08,981.68,981.62,981.78,27.12,27.12
"Oliver, ND",38065,731.23,731.19,722.94,723.56,723.52,722.51,7.67,7.67
"Pembina, ND",38067,1121.78,1121.74,1120.06,1118.79,1118.75,1118.69,2.99,2.99
"Pierce, ND",38069,1082.26,1082.16,1037.05,1017.91,1017.82,1018.6,64.35,64.34
"Ramsey, ND",38071,1300.93,1300.88,1240.7,1186.23,1184.85,1186.85,114.7,116.04
"Ransom, ND",38073,864.18,864.13,861.92,862.8,862.75,862.36,1.38,1.38
"Renville, ND",38075,892.11,892.03,874.11,874.78,874.77,877.05,17.33,17.27
"Richland, ND",38077,1445.8,1445.73,1435.77,1436.91,1436.71,1435.78,8.89,9.02
"Rolette, ND",38079,939.4,939.33,914.32,902.54,902.45,903.08,36.86,36.88
"Sargent, ND",38081,867.15,867.09,857.37,858.81,858.75,858.51,8.34,8.34
"Sheridan, ND",38083,1005.83,1005.78,989.44,971.81,971.75,972.38,34.02,34.02
"Sioux, ND",38085,1128.37,1128.3,1098.89,1094.19,1094.12,1094.09,34.18,34.18
"Slope, ND",38087,1219.27,1219.22,1219.47,1217.97,1217.94,1214.92,1.3,1.28
"Stark, ND",38089,1340.55,1340.46,1337.66,1338.25,1338.16,1334.74,2.3,2.3
"Steele, ND",38091,715.54,715.49,713.48,712.41,712.36,712.22,3.13,3.13
"Stutsman, ND",38093,2298.36,2298.26,2263.1,2221.5,2221.4,2221.72,76.86,76.86
"Towner, ND",38095,1041.61,1041.56,1035.48,1025.36,1024.55,1024.56,16.25,17
"Traill, ND",38097,862.59,862.53,861.46,861.94,861.89,861.95,0.65,0.65
"Walsh, ND",38099,1294.17,1294.11,1289.63,1282,1281.74,1281.93,12.17,12.36
"Ward, ND",38101,2056.36,2056.25,2041.24,2012.99,2012.88,2013.28,43.37,43.36
"Wells, ND",38103,1290.7,1290.62,1288.22,1271.36,1271.28,1271.05,19.34,19.34
"Williams, ND",38105,2148.08,2147.97,2073.86,2070.55,2070.46,2077.4,77.53,77.51
OHIO,39000,44827.53,44824.9,41004.16,40952.59,40948.38,40860.69,3874.94,3876.53
"Adams, OH",39001,585.83,585.79,585.9,583.95,583.91,583.87,1.88,1.88
"Allen, OH",39003,406.92,406.88,404.81,404.46,404.43,402.5,2.46,2.46
"Ashland, OH",39005,426.86,426.85,423.95,424.39,424.37,422.95,2.47,2.47
"Ashtabula, OH",39007,1368.76,1368.47,703.26,702.71,702.44,701.93,666.05,666.03
"Athens, OH",39009,508.58,508.54,507.77,506.8,506.76,503.6,1.78,1.78
"Auglaize, OH",39011,401.74,401.72,398.1,401.27,401.25,401.39,0.47,0.47
"Belmont, OH",39013,541.41,541.39,537.23,537.31,537.35,532.13,4.1,4.04
"Brown, OH",39015,495.26,495.22,492.62,491.8,491.76,490.02,3.46,3.46
"Butler, OH",39017,470.24,470.2,469.63,467.31,467.27,467.06,2.93,2.93
"Carroll, OH",39019,399.02,399.01,392.69,394.68,394.67,394.61,4.34,4.33
"Champaign, OH",39021,429.74,429.71,429.06,428.59,428.56,428.67,1.15,1.15
"Clark, OH",39023,403.83,403.56,397.72,400.03,399.86,397.47,3.8,3.7
"Clermont, OH",39025,457.74,457.67,455.63,452.06,451.99,452.1,5.68,5.68
"Clinton, OH",39027,412.31,412.29,410.42,410.9,410.88,408.68,1.41,1.41
"Columbiana, OH",39029,535.22,535.18,534.24,532.53,532.46,531.89,2.69,2.73
"Coshocton, OH",39031,567.61,567.58,565.58,564.13,564.07,563.91,3.48,3.51
"Crawford, OH",39033,402.85,402.83,402.62,402.33,402.11,401.79,0.52,0.72
"Cuyahoga, OH",39035,1245.62,1245.56,458.7,458.28,458.49,457.19,787.34,787.07
"Darke, OH",39037,600.38,600.29,599.62,599.92,599.8,598.1,0.46,0.49
"Defiance, OH",39039,414.21,414.19,414.08,411.22,411.16,411.46,2.99,3.03
"Delaware, OH",39041,455.99,455.97,443.01,442.54,442.41,443.1,13.45,13.56
"Erie, OH",39043,625.78,626.15,263.8,254.5,254.88,251.56,371.28,371.27
"Fairfield, OH",39045,508.58,508.6,506.24,505.74,505.11,504.41,2.84,3.49
"Fayette, OH",39047,407.11,407.08,404.59,406.61,406.58,406.36,0.5,0.5
"Franklin, OH",39049,543.35,543.32,542.6,539.97,539.87,532.19,3.38,3.45
"Fulton, OH",39051,407.36,407.32,407.05,406.82,406.78,405.44,0.54,0.54
"Gallia, OH",39053,471.16,471.13,471.09,468.8,468.78,466.53,2.36,2.36
"Geauga, OH",39055,408.71,408.29,407.82,404.14,403.66,400.16,4.57,4.63
"Greene, OH",39057,416.24,416.21,415.59,414.92,414.88,413.73,1.32,1.34
"Guernsey, OH",39059,528.33,528.29,522.45,522.05,521.9,522.25,6.28,6.39
"Hamilton, OH",39061,412.81,412.78,412.27,407.39,407.36,405.91,5.42,5.42
"Hancock, OH",39063,533.64,533.6,532.18,531.4,531.35,531.36,2.24,2.24
"Hardin, OH",39065,470.55,470.54,471.05,470.3,470.29,470.41,0.25,0.25
"Harrison, OH",39067,410.81,410.79,400.44,403.56,403.53,402.34,7.25,7.26
"Henry, OH",39069,420,419.98,415.46,416.53,416.5,416.01,3.47,3.47
"Highland, OH",39071,557.89,557.84,553.22,553.33,553.28,553.08,4.56,4.56
"Hocking, OH",39073,423.62,423.6,423.11,422.78,422.75,421.32,0.84,0.85
"Holmes, OH",39075,424.04,424.02,423.93,423.01,422.99,422.53,1.03,1.03
"Huron, OH",39077,494.94,494.52,494.4,493.1,492.69,491.5,1.84,1.83
"Jackson, OH",39079,421.52,421.5,420.28,420.3,420.28,420.3,1.22,1.22
"Jefferson, OH",39081,410.89,410.87,409.83,409.63,409.61,408.33,1.26,1.27
"Knox, OH",39083,529.56,529.53,528.58,527.15,527.12,525.49,2.41,2.41
"Lake, OH",39085,979.02,978.87,231.3,228.23,228.21,227.49,750.79,750.65
"Lawrence, OH",39087,457.3,457.28,456.5,455.45,454.96,453.37,1.85,2.32
"Licking, OH",39089,688.39,688.38,685.99,686.51,686.5,682.5,1.88,1.88
"Logan, OH",39091,466.81,466.78,457.72,458.48,458.44,458.43,8.33,8.34
"Lorain, OH",39093,923.09,923.02,494.73,492.57,492.5,491.1,430.52,430.52
"Lucas, OH",39095,560.64,595.88,341.15,340.39,340.46,340.86,220.25,255.42
"Madison, OH",39097,465.97,466.18,466.92,465.25,465.44,465.88,0.72,0.74
"Mahoning, OH",39099,423.4,423.38,416.57,415.27,415.25,411.62,8.13,8.14
"Marion, OH",39101,404.17,404.15,403.45,403.87,403.84,403.76,0.3,0.3
"Medina, OH",39103,423.13,423.11,421.84,421.56,421.55,421.36,1.57,1.57
"Meigs, OH",39105,432.41,432.38,431.99,429.45,429.42,430.1,2.96,2.95
"Mercer, OH",39107,473.32,473.29,456.59,463.29,463.27,462.45,10.03,10.03
"Miami, OH",39109,409.19,409.22,409.52,407.03,407.04,406.58,2.16,2.18
"Monroe, OH",39111,457.48,457.46,457.39,455.56,455.54,455.72,1.92,1.92
"Montgomery, OH",39113,464.39,464.34,457.8,461.71,461.68,461.55,2.68,2.67
"Morgan, OH",39115,421.88,421.86,420.2,417.7,417.66,416.42,4.18,4.2
"Morrow, OH",39117,407.38,407.36,405.79,405.55,406.22,406.08,1.83,1.13
"Muskingum, OH",39119,672.61,672.59,653.83,664.64,664.63,664.58,7.97,7.97
"Noble, OH",39121,404.6,404.59,399.25,399.02,399,398.01,5.58,5.59
"Ottawa, OH",39123,620.41,585.12,253.27,255.1,254.95,254.92,365.31,330.17
"Paulding, OH",39125,418.92,418.9,419,416.28,416.26,416.44,2.64,2.64
"Perry, OH",39127,412.62,412.59,411.88,410.04,409.78,407.97,2.58,2.82
"Pickaway, OH",39129,506.84,506.79,503.1,502.15,501.91,501.32,4.69,4.88
"Pike, OH",39131,443.98,443.94,443.02,441.52,441.49,440.28,2.46,2.46
"Portage, OH",39133,507.14,507.11,492.81,492.42,492.39,487.38,14.72,14.72
"Preble, OH",39135,426.35,426.33,425.78,424.83,424.8,424.12,1.52,1.52
"Putnam, OH",39137,484.28,484.23,484.33,483.92,483.87,482.52,0.36,0.36
"Richland, OH",39139,500.36,500.33,497.01,497.04,496.88,495.27,3.32,3.45
"Ross, OH",39141,693,692.96,692.43,688.45,688.41,689.19,4.55,4.55
"Sandusky, OH",39143,417.8,417.77,409.2,409.21,409.18,408.45,8.59,8.59
"Scioto, OH",39145,616.12,616.07,613.32,612.32,612.27,610.21,3.8,3.8
"Seneca, OH",39147,552.41,552.37,552.84,550.63,550.59,551.02,1.78,1.78
"Shelby, OH",39149,411.06,411.03,408.7,409.3,409.27,407.68,1.76,1.76
